Date,Region,Category,Units_Sold,Revenue
2025-03-16,South,Clothing,4,708.3
2025-03-16,South,Groceries,6,724.09
2025-03-16,South,Furniture,5,480.8
2025-03-16,South,Toys,9,628.85
2025-03-16,East,Electronics,12,956.28
2025-03-16,East,Clothing,9,872.66
2025-03-16,East,Groceries,8,571.12
2025-03-16,East,Furniture,10,614.13
2025-03-16,East,Toys,6,460.21
2025-03-16,West,Electronics,5,992.04
2025-03-16,West,Clothing,10,809.8
2025-03-16,West,Groceries,12,516.35
2025-03-16,West,Furniture,7,888.8
2025-03-16,West,Toys,9,823.96
2025-03-17,North,Electronics,7,537.28
2025-03-17,North,Clothing,5,335.66
2025-03-17,North,Groceries,11,607.87
2025-03-17,North,Furniture,10,675.21
2025-03-17,North,Toys,8,497.42
2025-03-17,South,Electronics,5,278.75
2025-03-17,South,Clothing,5,503.62
2025-03-17,South,Groceries,6,430.91
2025-03-17,South,Furniture,8,575.51
2025-03-17,South,Toys,12,1063.29
2025-03-17,East,Electronics,11,369.66
2025-03-17,East,Clothing,15,592.92
2025-03-17,East,Groceries,5,389.17
2025-03-17,East,Furniture,10,581.82
2025-03-17,East,Toys,5,540.8
2025-03-17,West,Electronics,7,287.31
2025-03-17,West,Clothing,6,873.62
2025-03-17,West,Groceries,12,558.25
2025-03-17,West,Furniture,13,427.33
2025-03-17,West,Toys,10,380.82
2025-03-18,North,Electronics,9,502.72
2025-03-18,North,Clothing,6,414.98
2025-03-18,North,Groceries,8,843.55
2025-03-18,North,Furniture,7,592.84
2025-03-18,North,Toys,7,541.79
2025-03-18,South,Electronics,6,547.27
2025-03-18,South,Clothing,9,671.17
2025-03-18,South,Groceries,9,433.8
2025-03-18,South,Furniture,8,609.94
2025-03-18,South,Toys,10,708.17
2025-03-18,East,Electronics,5,432.92
2025-03-18,East,Clothing,8,616.2
2025-03-18,East,Groceries,7,481.15
2025-03-18,East,Furniture,4,324.53
2025-03-18,East,Toys,7,407.52
2025-03-18,West,Electronics,5,643.24
2025-03-18,West,Clothing,5,442.06
2025-03-18,West,Groceries,13,450.05
2025-03-18,West,Furniture,6,542.67
2025-03-18,West,Toys,4,665.92
2025-03-19,North,Electronics,8,536.71
2025-03-19,North,Clothing,6,749.12
2025-03-19,North,Groceries,8,530.16
2025-03-19,North,Furniture,9,595.31
2025-03-19,North,Toys,10,328.18
2025-03-19,South,Electronics,4,629.71
2025-03-19,South,Clothing,3,611.87
2025-03-19,South,Groceries,7,729.12
2025-03-19,South,Furniture,9,655.47
2025-03-19,South,Toys,8,526.73
2025-03-19,East,Electronics,8,540.42
2025-03-19,East,Clothing,7,383.06
2025-03-19,East,Groceries,9,370.63
2025-03-19,East,Furniture,8,607.66
2025-03-19,East,Toys,8,434.15
2025-03-19,West,Electronics,10,507.59
2025-03-19,West,Clothing,7,555.81
2025-03-19,West,Groceries,5,583.87
2025-03-19,West,Furniture,7,609.08
2025-03-19,West,Toys,9,419.1
2025-03-20,North,Electronics,12,652.12
2025-03-20,North,Clothing,12,554.78
2025-03-20,North,Groceries,6,733.86
2025-03-20,North,Furniture,8,459.69
2025-03-20,North,Toys,9,453.97
2025-03-20,South,Electronics,10,411.85
2025-03-20,South,Clothing,9,403.98
2025-03-20,South,Groceries,8,461.89
2025-03-20,South,Furniture,10,603.6
2025-03-20,South,Toys,6,458.49
2025-03-20,East,Electronics,5,709.47
2025-03-20,East,Clothing,6,549.25
2025-03-20,East,Groceries,7,508.13
2025-03-20,East,Furniture,10,701.44
2025-03-20,East,Toys,10,644.54
2025-03-20,West,Electronics,11,668.02
2025-03-20,West,Clothing,7,438.25
2025-03-20,West,Groceries,7,399.1
2025-03-20,West,Furniture,13,692.15
2025-03-20,West,Toys,6,767.0
2025-03-21,North,Electronics,7,555.74
2025-03-21,North,Clothing,7,752.82
2025-03-21,North,Groceries,11,489.95
2025-03-21,North,Furniture,7,350.2
2025-03-21,North,Toys,8,608.68
2025-03-21,South,Electronics,7,795.05
2025-03-21,South,Clothing,8,485.91
2025-03-21,South,Groceries,7,178.9
2025-03-21,South,Furniture,16,866.12
2025-03-21,South,Toys,11,512.5
2025-03-21,East,Electronics,8,639.26
2025-03-21,East,Clothing,3,688.9
2025-03-21,East,Groceries,12,678.37
2025-03-21,East,Furniture,10,564.57
2025-03-21,East,Toys,4,529.82
2025-03-21,West,Electronics,4,588.01
2025-03-21,West,Clothing,8,514.55
2025-03-21,West,Groceries,9,593.21
2025-03-21,West,Furniture,7,850.81
2025-03-21,West,Toys,14,668.93
2025-03-22,North,Electronics,8,773.47
2025-03-22,North,Clothing,7,436.1
2025-03-22,North,Groceries,7,512.97
2025-03-22,North,Furniture,6,1008.13
2025-03-22,North,Toys,15,424.0
2025-03-22,South,Electronics,9,732.87
2025-03-22,South,Clothing,10,735.3
2025-03-22,South,Groceries,9,876.01
2025-03-22,South,Furniture,9,916.68
2025-03-22,South,Toys,11,933.01
2025-03-22,East,Electronics,7,699.8
2025-03-22,East,Clothing,6,494.63
2025-03-22,East,Groceries,5,1082.34
2025-03-22,East,Furniture,8,838.71
2025-03-22,East,Toys,6,369.21
2025-03-22,West,Electronics,6,650.59
2025-03-22,West,Clothing,12,947.81
2025-03-22,West,Groceries,10,659.71
2025-03-22,West,Furniture,8,862.71
2025-03-22,West,Toys,7,652.54
2025-03-23,North,Electronics,9,857.05
2025-03-23,North,Clothing,7,598.45
2025-03-23,North,Groceries,8,1023.64
2025-03-23,North,Furniture,6,572.44
2025-03-23,North,Toys,6,710.33
2025-03-23,South,Electronics,8,726.92
2025-03-23,South,Clothing,6,674.9
2025-03-23,South,Groceries,5,725.07
2025-03-23,South,Furniture,9,573.02
2025-03-23,South,Toys,7,606.32
2025-03-23,East,Electronics,6,1108.62
2025-03-23,East,Clothing,7,821.81
2025-03-23,East,Groceries,7,585.19
2025-03-23,East,Furniture,5,840.62
2025-03-23,East,Toys,4,926.36
2025-03-23,West,Electronics,10,560.62
2025-03-23,West,Clothing,4,1099.47
2025-03-23,West,Groceries,12,767.6
2025-03-23,West,Furniture,10,885.34
2025-03-23,West,Toys,7,975.78
2025-03-24,North,Electronics,8,399.23
2025-03-24,North,Clothing,11,548.57
2025-03-24,North,Groceries,8,477.09
2025-03-24,North,Furniture,7,597.51
2025-03-24,North,Toys,8,575.98
2025-03-24,South,Electronics,8,439.78
2025-03-24,South,Clothing,7,503.04
2025-03-24,South,Groceries,9,571.09
2025-03-24,South,Furniture,3,378.31
2025-03-24,South,Toys,8,715.56
2025-03-24,East,Electronics,6,478.73
2025-03-24,East,Clothing,9,435.8
2025-03-24,East,Groceries,12,495.29
2025-03-24,East,Furniture,7,593.33
2025-03-24,East,Toys,5,541.25
2025-03-24,West,Electronics,4,686.51
2025-03-24,West,Clothing,9,389.82
2025-03-24,West,Groceries,6,692.67
2025-03-24,West,Furniture,7,758.8
2025-03-24,West,Toys,9,715.86
2025-03-25,North,Electronics,10,567.5
2025-03-25,North,Clothing,5,588.52
2025-03-25,North,Groceries,6,649.89
2025-03-25,North,Furniture,10,453.81
2025-03-25,North,Toys,8,795.65
2025-03-25,South,Electronics,5,892.39
2025-03-25,South,Clothing,2,628.85
2025-03-25,South,Groceries,10,778.54
2025-03-25,South,Furniture,6,691.61
2025-03-25,South,Toys,10,702.69
2025-03-25,East,Electronics,13,596.41
2025-03-25,East,Clothing,11,521.29
2025-03-25,East,Groceries,10,383.8
2025-03-25,East,Furniture,9,583.24
2025-03-25,East,Toys,9,534.06
2025-03-25,West,Electronics,8,770.67
2025-03-25,West,Clothing,9,524.6
2025-03-25,West,Groceries,8,685.66
2025-03-25,West,Furniture,8,346.54
2025-03-25,West,Toys,9,695.17
2025-03-26,North,Electronics,6,903.0
2025-03-26,North,Clothing,4,785.04
2025-03-26,North,Groceries,6,728.56
2025-03-26,North,Furniture,6,637.11
2025-03-26,North,Toys,12,494.53
2025-03-26,South,Electronics,4,506.56
2025-03-26,South,Clothing,6,579.74
2025-03-26,South,Groceries,11,352.8
2025-03-26,South,Furniture,10,578.72
2025-03-26,South,Toys,8,458.62
2025-03-26,East,Electronics,7,452.31
2025-03-26,East,Clothing,8,514.36
2025-03-26,East,Groceries,6,709.26
2025-03-26,East,Furniture,16,492.01
2025-03-26,East,Toys,6,651.03
2025-03-26,West,Electronics,10,252.25
2025-03-26,West,Clothing,11,697.16
2025-03-26,West,Groceries,9,677.55
2025-03-26,West,Furniture,8,381.94
2025-03-26,West,Toys,11,746.3
2025-03-27,North,Electronics,11,400.03
2025-03-27,North,Clothing,9,436.33
2025-03-27,North,Groceries,6,545.4
2025-03-27,North,Furniture,10,463.35
2025-03-27,North,Toys,8,521.22
2025-03-27,South,Electronics,5,472.16
2025-03-27,South,Clothing,7,613.31
2025-03-27,South,Groceries,6,556.91
2025-03-27,South,Furniture,10,511.71
2025-03-27,South,Toys,5,462.78
2025-03-27,East,Electronics,6,425.99
2025-03-27,East,Clothing,6,704.81
2025-03-27,East,Groceries,7,725.69
2025-03-27,East,Furniture,5,427.91
2025-03-27,East,Toys,6,524.44
2025-03-27,West,Electronics,5,712.83
2025-03-27,West,Clothing,10,626.01
2025-03-27,West,Groceries,8,353.03
2025-03-27,West,Furniture,3,985.19
2025-03-27,West,Toys,8,693.44
2025-03-28,North,Electronics,11,418.63
2025-03-28,North,Clothing,3,423.27
2025-03-28,North,Groceries,10,530.0
2025-03-28,North,Furniture,10,479.75
2025-03-28,North,Toys,3,571.88
2025-03-28,South,Electronics,9,484.83
2025-03-28,South,Clothing,4,506.3
2025-03-28,South,Groceries,8,576.32
2025-03-28,South,Furniture,8,476.95
2025-03-28,South,Toys,8,715.03
2025-03-28,East,Electronics,12,234.98
2025-03-28,East,Clothing,11,655.96
2025-03-28,East,Groceries,9,499.4
2025-03-28,East,Furniture,9,338.95
2025-03-28,East,Toys,9,388.96
2025-03-28,West,Electronics,7,712.05
2025-03-28,West,Clothing,6,614.96
2025-03-28,West,Groceries,7,335.26
2025-03-28,West,Furniture,9,726.41
2025-03-28,West,Toys,12,469.27
2025-03-29,North,Electronics,3,819.94
2025-03-29,North,Clothing,6,310.74
2025-03-29,North,Groceries,14,291.72
2025-03-29,North,Furniture,11,818.44
2025-03-29,North,Toys,4,489.08
2025-03-29,South,Electronics,9,503.6
2025-03-29,South,Clothing,7,582.49
2025-03-29,South,Groceries,6,561.99
2025-03-29,South,Furniture,5,808.3
2025-03-29,South,Toys,7,678.44
2025-03-29,East,Electronics,9,672.99
2025-03-29,East,Clothing,8,587.36
2025-03-29,East,Groceries,8,728.82
2025-03-29,East,Furniture,7,444.97
2025-03-29,East,Toys,11,610.18
2025-03-29,West,Electronics,5,833.99
2025-03-29,West,Clothing,8,978.94
2025-03-29,West,Groceries,11,953.97
2025-03-29,West,Furniture,5,797.08
2025-03-29,West,Toys,9,603.68
2025-03-30,North,Electronics,11,630.43
2025-03-30,North,Clothing,7,592.11
2025-03-30,North,Groceries,8,452.19
2025-03-30,North,Furniture,7,618.47
2025-03-30,North,Toys,5,754.21
2025-03-30,South,Electronics,5,758.4
2025-03-30,South,Clothing,10,465.44
2025-03-30,South,Groceries,5,430.47
2025-03-30,South,Furniture,7,866.11
2025-03-30,South,Toys,10,643.65
2025-03-30,East,Electronics,11,568.83
2025-03-30,East,Clothing,9,840.42
2025-03-30,East,Groceries,6,1014.07
2025-03-30,East,Furniture,6,1406.34
2025-03-30,East,Toys,7,745.51
2025-03-30,West,Electronics,9,563.15
2025-03-30,West,Clothing,7,542.12
2025-03-30,West,Groceries,9,602.11
2025-03-30,West,Furniture,16,694.1
2025-03-30,West,Toys,11,664.32
2025-03-31,North,Electronics,7,531.85
2025-03-31,North,Clothing,4,424.39
2025-03-31,North,Groceries,10,399.14
2025-03-31,North,Furniture,16,569.57
2025-03-31,North,Toys,10,562.75
2025-03-31,South,Electronics,13,430.71
2025-03-31,South,Clothing,6,517.39
2025-03-31,South,Groceries,5,561.61
2025-03-31,South,Furniture,7,892.93
2025-03-31,South,Toys,6,303.96
2025-03-31,East,Electronics,6,386.33
2025-03-31,East,Clothing,7,629.89
2025-03-31,East,Groceries,6,681.99
2025-03-31,East,Furniture,5,599.69
2025-03-31,East,Toys,7,583.51
2025-03-31,West,Electronics,9,511.62
2025-03-31,West,Clothing,10,533.2
2025-03-31,West,Groceries,8,726.76
2025-03-31,West,Furniture,9,619.45
2025-03-31,West,Toys,4,584.67
2025-04-01,North,Electronics,5,569.86
2025-04-01,North,Clothing,6,666.47
2025-04-01,North,Groceries,6,618.39
2025-04-01,North,Furniture,9,580.34
2025-04-01,North,Toys,1,540.74
2025-04-01,South,Electronics,5,413.48
2025-04-01,South,Clothing,6,499.58
2025-04-01,South,Groceries,8,672.56
2025-04-01,South,Furniture,10,570.03
2025-04-01,South,Toys,12,471.93
2025-04-01,East,Electronics,3,611.69
2025-04-01,East,Clothing,13,821.28
2025-04-01,East,Groceries,7,415.96
2025-04-01,East,Furniture,10,720.43
2025-04-01,East,Toys,7,376.27
2025-04-01,West,Electronics,13,532.81
2025-04-01,West,Clothing,8,543.54
2025-04-01,West,Groceries,9,207.39
2025-04-01,West,Furniture,10,666.34
2025-04-01,West,Toys,9,507.87
2025-04-02,North,Electronics,4,461.06
2025-04-02,North,Clothing,6,455.96
2025-04-02,North,Groceries,12,340.35
2025-04-02,North,Furniture,11,883.14
2025-04-02,North,Toys,14,466.6
2025-04-02,South,Electronics,7,536.5
2025-04-02,South,Clothing,10,512.74
2025-04-02,South,Groceries,10,588.91
2025-04-02,South,Furniture,10,714.32
2025-04-02,South,Toys,7,610.52
2025-04-02,East,Electronics,8,631.02
2025-04-02,East,Clothing,5,551.37
2025-04-02,East,Groceries,9,293.86
2025-04-02,East,Furniture,10,535.7
2025-04-02,East,Toys,7,828.46
2025-04-02,West,Electronics,11,656.05
2025-04-02,West,Clothing,5,360.25
2025-04-02,West,Groceries,11,616.89
2025-04-02,West,Furniture,8,370.58
2025-04-02,West,Toys,6,652.36
2025-04-03,North,Electronics,11,538.85
2025-04-03,North,Clothing,5,401.41
2025-04-03,North,Groceries,11,656.47
2025-04-03,North,Furniture,4,687.99
2025-04-03,North,Toys,7,400.21
2025-04-03,South,Electronics,8,437.21
2025-04-03,South,Clothing,10,473.21
2025-04-03,South,Groceries,7,715.85
2025-04-03,South,Furniture,2,460.44
2025-04-03,South,Toys,5,468.37
2025-04-03,East,Electronics,6,492.99
2025-04-03,East,Clothing,5,677.06
2025-04-03,East,Groceries,8,528.66
2025-04-03,East,Furniture,7,569.11
2025-04-03,East,Toys,1,420.66
2025-04-03,West,Electronics,12,826.54
2025-04-03,West,Clothing,10,496.58
2025-04-03,West,Groceries,11,892.16
2025-04-03,West,Furniture,11,579.17
2025-04-03,West,Toys,4,377.65
2025-04-04,North,Electronics,10,748.51
2025-04-04,North,Clothing,9,315.89
2025-04-04,North,Groceries,12,499.79
2025-04-04,North,Furniture,12,675.37
2025-04-04,North,Toys,5,569.97
2025-04-04,South,Electronics,10,628.67
2025-04-04,South,Clothing,3,477.76
2025-04-04,South,Groceries,4,403.45
2025-04-04,South,Furniture,10,594.12
2025-04-04,South,Toys,7,464.12
2025-04-04,East,Electronics,5,869.04
2025-04-04,East,Clothing,9,552.31
2025-04-04,East,Groceries,9,667.75
2025-04-04,East,Furniture,8,423.5
2025-04-04,East,Toys,5,608.84
2025-04-04,West,Electronics,8,483.53
2025-04-04,West,Clothing,8,549.99
2025-04-04,West,Groceries,6,409.86
2025-04-04,West,Furniture,4,457.89
2025-04-04,West,Toys,10,475.5
2025-04-05,North,Electronics,7,677.09
2025-04-05,North,Clothing,14,710.89
2025-04-05,North,Groceries,14,725.79
2025-04-05,North,Furniture,9,686.74
2025-04-05,North,Toys,13,911.09
2025-04-05,South,Electronics,7,224.27
2025-04-05,South,Clothing,7,585.19
2025-04-05,South,Groceries,9,548.89
2025-04-05,South,Furniture,7,547.67
2025-04-05,South,Toys,6,449.09
2025-04-05,East,Electronics,7,734.98
2025-04-05,East,Clothing,7,1102.03
2025-04-05,East,Groceries,9,552.66
2025-04-05,East,Furniture,6,593.5
2025-04-05,East,Toys,4,749.38
2025-04-05,West,Electronics,7,907.69
2025-04-05,West,Clothing,15,606.5
2025-04-05,West,Groceries,6,597.38
2025-04-05,West,Furniture,8,898.59
2025-04-05,West,Toys,3,724.68
2025-04-06,North,Electronics,10,928.52
2025-04-06,North,Clothing,7,1015.66
2025-04-06,North,Groceries,8,576.5
2025-04-06,North,Furniture,6,757.92
2025-04-06,North,Toys,9,410.81
2025-04-06,South,Electronics,7,567.49
2025-04-06,South,Clothing,12,492.41
2025-04-06,South,Groceries,16,857.97
2025-04-06,South,Furniture,2,494.48
2025-04-06,South,Toys,6,722.12
2025-04-06,East,Electronics,6,557.18
2025-04-06,East,Clothing,12,884.28
2025-04-06,East,Groceries,8,776.51
2025-04-06,East,Furniture,9,548.77
2025-04-06,East,Toys,11,761.78
2025-04-06,West,Electronics,3,701.84
2025-04-06,West,Clothing,6,763.66
2025-04-06,West,Groceries,3,861.18
2025-04-06,West,Furniture,10,872.84
2025-04-06,West,Toys,9,768.23
2025-04-07,North,Electronics,7,654.59
2025-04-07,North,Clothing,7,399.67
2025-04-07,North,Groceries,7,422.76
2025-04-07,North,Furniture,12,677.27
2025-04-07,North,Toys,8,439.2
2025-04-07,South,Electronics,7,478.97
2025-04-07,South,Clothing,8,701.45
2025-04-07,South,Groceries,7,337.25
2025-04-07,South,Furniture,7,439.4
2025-04-07,South,Toys,13,320.5
2025-04-07,East,Electronics,8,294.11
2025-04-07,East,Clothing,6,321.12
2025-04-07,East,Groceries,5,652.42
2025-04-07,East,Furniture,11,576.05
2025-04-07,East,Toys,10,458.85
2025-04-07,West,Electronics,3,573.0
2025-04-07,West,Clothing,8,610.45
2025-04-07,West,Groceries,7,676.64
2025-04-07,West,Furniture,6,530.72
2025-04-07,West,Toys,13,634.66
2025-04-08,North,Electronics,12,637.59
2025-04-08,North,Clothing,12,601.21
2025-04-08,North,Groceries,8,665.54
2025-04-08,North,Furniture,6,415.82
2025-04-08,North,Toys,7,649.09
2025-04-08,South,Electronics,10,636.93
2025-04-08,South,Clothing,9,606.1
2025-04-08,South,Groceries,9,231.47
2025-04-08,South,Furniture,6,791.1
2025-04-08,South,Toys,5,596.81
2025-04-08,East,Electronics,6,518.57
2025-04-08,East,Clothing,8,447.09
2025-04-08,East,Groceries,5,623.64
2025-04-08,East,Furniture,7,664.36
2025-04-08,East,Toys,10,770.82
2025-04-08,West,Electronics,6,547.57
2025-04-08,West,Clothing,12,336.37
2025-04-08,West,Groceries,9,436.65
2025-04-08,West,Furniture,8,562.4
2025-04-08,West,Toys,9,589.68
2025-04-09,North,Electronics,11,710.64
2025-04-09,North,Clothing,6,557.22
2025-04-09,North,Groceries,5,487.58
2025-04-09,North,Furniture,13,652.93
2025-04-09,North,Toys,13,297.07
2025-04-09,South,Electronics,6,737.72
2025-04-09,South,Clothing,10,349.27
2025-04-09,South,Groceries,6,543.89
2025-04-09,South,Furniture,13,665.04
2025-04-09,South,Toys,10,424.83
2025-04-09,East,Electronics,10,624.89
2025-04-09,East,Clothing,12,466.86
2025-04-09,East,Groceries,6,363.69
2025-04-09,East,Furniture,12,620.82
2025-04-09,East,Toys,5,523.42
2025-04-09,West,Electronics,7,364.61
2025-04-09,West,Clothing,8,382.2
2025-04-09,West,Groceries,8,627.31
2025-04-09,West,Furniture,2,516.27
2025-04-09,West,Toys,2,685.2
2025-04-10,North,Electronics,8,429.74
2025-04-10,North,Clothing,10,595.72
2025-04-10,North,Groceries,8,594.07
2025-04-10,North,Furniture,8,297.22
2025-04-10,North,Toys,7,478.68
2025-04-10,South,Electronics,6,610.85
2025-04-10,South,Clothing,7,417.95
2025-04-10,South,Groceries,10,605.02
2025-04-10,South,Furniture,8,336.99
2025-04-10,South,Toys,6,544.53
2025-04-10,East,Electronics,5,683.22
2025-04-10,East,Clothing,8,337.67
2025-04-10,East,Groceries,10,562.27
2025-04-10,East,Furniture,5,503.95
2025-04-10,East,Toys,4,730.83
2025-04-10,West,Electronics,8,668.73
2025-04-10,West,Clothing,15,399.04
2025-04-10,West,Groceries,11,426.65
2025-04-10,West,Furniture,12,911.22
2025-04-10,West,Toys,8,602.33
2025-04-11,North,Electronics,10,414.65
2025-04-11,North,Clothing,5,486.73
2025-04-11,North,Groceries,10,488.45
2025-04-11,North,Furniture,9,457.91
2025-04-11,North,Toys,8,523.43
2025-04-11,South,Electronics,11,626.25
2025-04-11,South,Clothing,9,530.54
2025-04-11,South,Groceries,8,440.93
2025-04-11,South,Furniture,5,438.5
2025-04-11,South,Toys,8,348.16
2025-04-11,East,Electronics,10,552.48
2025-04-11,East,Clothing,10,469.89
2025-04-11,East,Groceries,8,644.71
2025-04-11,East,Furniture,15,806.17
2025-04-11,East,Toys,11,551.52
2025-04-11,West,Electronics,7,621.13
2025-04-11,West,Clothing,8,420.72
2025-04-11,West,Groceries,3,499.56
2025-04-11,West,Furniture,11,634.11
2025-04-11,West,Toys,6,620.52
2025-04-12,North,Electronics,9,397.61
2025-04-12,North,Clothing,7,785.47
2025-04-12,North,Groceries,5,889.85
2025-04-12,North,Furniture,7,489.1
2025-04-12,North,Toys,6,1050.46
2025-04-12,South,Electronics,11,700.16
2025-04-12,South,Clothing,13,715.19
2025-04-12,South,Groceries,8,639.57
2025-04-12,South,Furniture,9,660.94
2025-04-12,South,Toys,9,926.87
2025-04-12,East,Electronics,10,772.19
2025-04-12,East,Clothing,9,874.38
2025-04-12,East,Groceries,7,990.71
2025-04-12,East,Furniture,4,711.19
2025-04-12,East,Toys,4,779.14
2025-04-12,West,Electronics,8,701.31
2025-04-12,West,Clothing,8,704.89
2025-04-12,West,Groceries,14,419.58
2025-04-12,West,Furniture,8,634.88
2025-04-12,West,Toys,11,575.5
2025-04-13,North,Electronics,9,883.79
2025-04-13,North,Clothing,5,761.9
2025-04-13,North,Groceries,3,964.14
2025-04-13,North,Furniture,9,420.63
2025-04-13,North,Toys,9,691.67
2025-04-13,South,Electronics,5,824.47
2025-04-13,South,Clothing,6,604.79
2025-04-13,South,Groceries,6,647.02
2025-04-13,South,Furniture,4,715.83
2025-04-13,South,Toys,5,377.61
2025-04-13,East,Electronics,9,693.65
2025-04-13,East,Clothing,11,782.5
2025-04-13,East,Groceries,10,928.68
2025-04-13,East,Furniture,5,566.37
2025-04-13,East,Toys,2,382.3
2025-04-13,West,Electronics,14,914.47
2025-04-13,West,Clothing,5,581.4
2025-04-13,West,Groceries,8,551.51
2025-04-13,West,Furniture,9,408.47
2025-04-13,West,Toys,21,950.26
2025-04-14,North,Electronics,9,450.95
2025-04-14,North,Clothing,10,300.52
2025-04-14,North,Groceries,7,391.34
2025-04-14,North,Furniture,5,366.16
2025-04-14,North,Toys,9,475.23
2025-04-14,South,Electronics,7,837.27
2025-04-14,South,Clothing,7,712.02
2025-04-14,South,Groceries,6,449.12
2025-04-14,South,Furniture,16,340.88
2025-04-14,South,Toys,6,703.95
2025-04-14,East,Electronics,7,445.66
2025-04-14,East,Clothing,13,632.33
2025-04-14,East,Groceries,7,774.11
2025-04-14,East,Furniture,10,691.66
2025-04-14,East,Toys,7,538.32
2025-04-14,West,Electronics,7,488.41
2025-04-14,West,Clothing,11,502.88
2025-04-14,West,Groceries,9,512.37
2025-04-14,West,Furniture,9,615.16
2025-04-14,West,Toys,14,539.39
2025-04-15,North,Electronics,13,435.69
2025-04-15,North,Clothing,10,628.3
2025-04-15,North,Groceries,4,594.28
2025-04-15,North,Furniture,7,626.26
2025-04-15,North,Toys,7,480.27
2025-04-15,South,Electronics,10,844.84
2025-04-15,South,Clothing,8,361.45
2025-04-15,South,Groceries,8,577.28
2025-04-15,South,Furniture,9,847.73
2025-04-15,South,Toys,8,494.18
2025-04-15,East,Electronics,7,956.39
2025-04-15,East,Clothing,5,469.46
2025-04-15,East,Groceries,8,449.73
2025-04-15,East,Furniture,8,673.23
2025-04-15,East,Toys,10,617.08
2025-04-15,West,Electronics,7,769.93
2025-04-15,West,Clothing,6,471.09
2025-04-15,West,Groceries,5,503.64
2025-04-15,West,Furniture,11,364.72
2025-04-15,West,Toys,6,836.2
2025-04-16,North,Electronics,7,641.48
2025-04-16,North,Clothing,15,608.29
2025-04-16,North,Groceries,2,619.47
2025-04-16,North,Furniture,12,703.85
2025-04-16,North,Toys,9,526.41
2025-04-16,South,Electronics,6,368.43
2025-04-16,South,Clothing,6,601.83
2025-04-16,South,Groceries,9,571.1
2025-04-16,South,Furniture,5,700.19
2025-04-16,South,Toys,14,441.01
2025-04-16,East,Electronics,7,252.96
2025-04-16,East,Clothing,3,594.48
2025-04-16,East,Groceries,5,917.23
2025-04-16,East,Furniture,8,578.56
2025-04-16,East,Toys,10,809.55
2025-04-16,West,Electronics,10,476.6
2025-04-16,West,Clothing,11,479.0
2025-04-16,West,Groceries,5,783.26
2025-04-16,West,Furniture,10,704.48
2025-04-16,West,Toys,14,534.85
2025-04-17,North,Electronics,7,624.76
2025-04-17,North,Clothing,5,640.54
2025-04-17,North,Groceries,12,488.58
2025-04-17,North,Furniture,11,374.77
2025-04-17,North,Toys,9,866.15
2025-04-17,South,Electronics,4,515.01
2025-04-17,South,Clothing,7,279.07
2025-04-17,South,Groceries,4,460.16
2025-04-17,South,Furniture,8,463.03
2025-04-17,South,Toys,6,629.1
2025-04-17,East,Electronics,9,346.67
2025-04-17,East,Clothing,11,715.22
2025-04-17,East,Groceries,7,449.5
2025-04-17,East,Furniture,9,505.9
2025-04-17,East,Toys,6,528.38
2025-04-17,West,Electronics,7,584.5
2025-04-17,West,Clothing,5,444.95
2025-04-17,West,Groceries,7,604.92
2025-04-17,West,Furniture,9,650.88
2025-04-17,West,Toys,7,350.37
2025-04-18,North,Electronics,8,584.78
2025-04-18,North,Clothing,10,529.55
2025-04-18,North,Groceries,5,295.92
2025-04-18,North,Furniture,14,502.03
2025-04-18,North,Toys,8,261.77
2025-04-18,South,Electronics,10,814.89
2025-04-18,South,Clothing,4,420.99
2025-04-18,South,Groceries,8,442.77
2025-04-18,South,Furniture,10,687.63
2025-04-18,South,Toys,1,559.6
2025-04-18,East,Electronics,8,412.59
2025-04-18,East,Clothing,11,531.13
2025-04-18,East,Groceries,8,240.51
2025-04-18,East,Furniture,11,663.41
2025-04-18,East,Toys,7,604.7
2025-04-18,West,Electronics,8,400.31
2025-04-18,West,Clothing,9,472.63
2025-04-18,West,Groceries,9,521.31
2025-04-18,West,Furniture,9,183.96
2025-04-18,West,Toys,7,692.79
2025-04-19,North,Electronics,3,514.06
2025-04-19,North,Clothing,11,582.48
2025-04-19,North,Groceries,6,933.55
2025-04-19,North,Furniture,7,742.2
2025-04-19,North,Toys,8,621.16
2025-04-19,South,Electronics,10,576.36
2025-04-19,South,Clothing,7,1097.94
2025-04-19,South,Groceries,9,682.32
2025-04-19,South,Furniture,1,733.65
2025-04-19,South,Toys,13,745.64
2025-04-19,East,Electronics,9,1265.65
2025-04-19,East,Clothing,6,514.63
2025-04-19,East,Groceries,13,737.77
2025-04-19,East,Furniture,9,851.33
2025-04-19,East,Toys,6,1035.74
2025-04-19,West,Electronics,10,624.45
2025-04-19,West,Clothing,8,673.14
2025-04-19,West,Groceries,7,522.93
2025-04-19,West,Furniture,8,745.52
2025-04-19,West,Toys,5,876.57
2025-04-20,North,Electronics,13,504.96
2025-04-20,North,Clothing,11,481.2
2025-04-20,North,Groceries,9,825.48
2025-04-20,North,Furniture,8,797.42
2025-04-20,North,Toys,10,551.09
2025-04-20,South,Electronics,11,598.56
2025-04-20,South,Clothing,8,587.75
2025-04-20,South,Groceries,8,614.52
2025-04-20,South,Furniture,3,727.47
2025-04-20,South,Toys,6,935.31
2025-04-20,East,Electronics,8,289.11
